release_year,release_month,release_year_month,relative_relevance_health,relative_relevance_justice,relative_relevance_money,relative_relevance_police,relative_relevance_politics
2003,2,2003-02,0.0405719644676206,0.02319669059370255,0.0,0.0049149319487167,0.0
2003,3,2003-03,0.0,0.0438551015310949,0.0,0.0408505533565496,0.0
2003,6,2003-06,0.0,0.0,0.0081367125825383,0.0,0.0
2003,7,2003-07,0.0092881567378463,0.0,0.0066434062030265,0.0,0.0
2003,8,2003-08,0.01549776460611485,0.0134931370775742,0.033818551470421794,0.0,0.0
2003,9,2003-09,0.02268864917248585,0.0,0.0035151884120039664,0.0,0.0
2003,10,2003-10,0.025886838807606338,0.046183090708293247,0.008080083921777875,0.0013098169089232376,0.0
2003,11,2003-11,0.030880937424295138,0.006094987749544825,0.0138660085241375,0.0,0.0
2003,12,2003-12,0.01565726021351135,0.026641669897244948,0.001248519587094475,0.0,0.0
2004,1,2004-01,0.03373692613204596,0.0,0.00393730725608866,0.00200054024042588,0.0
2004,2,2004-02,0.029547381077991198,0.01764015921455901,0.009278989144699918,0.004947774020294254,0.0
2004,3,2004-03,0.026202142122433367,0.0076813162842802665,0.0,0.0029884308679782663,0.0
2004,4,2004-04,0.06843429450422245,0.007498015743181975,0.060111546898107125,0.0,0.0
2004,5,2004-05,0.026062757365267086,0.0,0.029701253643754172,0.0,0.0
2004,6,2004-06,0.03424917575116199,0.004090388283573208,0.00488871409880463,0.0004752003075456923,0.0
2004,7,2004-07,0.012134250701444617,0.02305933377766022,0.0,0.0,0.0
2004,8,2004-08,0.0195336137383479,0.023361305967033483,0.010913946184587268,0.0049498107756927165,0.0
2004,9,2004-09,0.029095658040399888,0.0,0.0262293163742133,0.0012270956120023818,0.0
2004,10,2004-10,0.049306121855669904,0.0,0.022969523118009764,0.0,0.0
2004,11,2004-11,0.027458660879689716,0.0,0.0024618559988302843,0.0008787651423906211,0.0
2004,12,2004-12,0.0,0.0,0.1492314845674647,0.0,0.0
2005,1,2005-01,0.010365183351445966,0.030403549249635134,0.01507765611430361,0.0175751715071169,0.0011133245019466001
2005,2,2005-02,0.032146890641548,0.004183400181340071,0.004684536262077399,0.0008863819225625857,0.0
2005,3,2005-03,0.04631143423729858,0.008811016452093522,0.009291308493042822,0.0,0.0
2005,4,2005-04,0.03494850537966176,0.019149670758710564,0.0011062746263592231,0.0033687822724496924,0.0
2005,5,2005-05,0.0470995085866078,0.007835036710679066,0.008851269132541218,0.00649064291671125,0.0
2005,6,2005-06,0.031022605077713487,0.01790177051656011,0.007467942971610287,0.0008486874470511125,0.0
2005,7,2005-07,0.021131655350273598,0.00228253045367568,0.01589516169191896,0.00164818222068439,0.0
2005,8,2005-08,0.0365429964252868,0.0,0.0,0.0011086435105907286,0.0
2005,9,2005-09,0.02332653205521868,0.01785812128027467,0.033113944945210735,0.0012539643198589436,0.0
2005,10,2005-10,0.015555135322740238,0.005796709863811462,0.0,0.0,0.0
2005,11,2005-11,0.013129772748622209,0.00994887144396149,0.009371375738155439,0.020377364511772418,0.0019351359504290798
2005,12,2005-12,0.020148378015591755,0.0,0.01673532382499947,0.002905671825619515,0.0
2006,1,2006-01,0.004187898109803162,0.0,0.008459509342350626,0.009776993905074138,0.0
2006,2,2006-02,0.05179270492890065,0.031007566052328184,0.005839744199203766,0.006140635908525117,0.0
2006,3,2006-03,0.002257575347188575,0.0,0.0,0.0,0.0
2006,4,2006-04,0.0355780242486532,0.0,0.0029163610370375875,0.0,0.0
2006,5,2006-05,0.016783358443972343,0.012394493675352511,0.0015264719548337001,0.0025438452898789666,0.0
2006,6,2006-06,0.002540234015142927,0.0,0.004247877248689409,0.0036896713229821816,0.0
2006,7,2006-07,0.03139785974741634,0.0032848205384044846,0.030975337109159187,0.0,0.0
2006,8,2006-08,0.007815747196348715,0.021428910318869683,0.03154580984699108,0.0,0.0
2006,9,2006-09,0.03505978656819583,0.012921304040915982,0.04587677466722138,0.0004910773606270364,0.0
2006,10,2006-10,0.017504751171236753,0.005344039187749786,0.001983049925388453,0.0,0.0
2006,11,2006-11,0.07680536913505842,0.00914961117036925,0.0,0.0,0.0
2006,12,2006-12,0.04410552708940708,0.0,0.004988403396711175,0.0,0.0
2007,1,2007-01,0.02206647268750365,0.006205747514514417,0.03257208358357038,0.008170889152309267,0.0
2007,2,2007-02,0.03063341354297738,0.004047242572161418,0.021666543543025264,0.0,0.0
2007,3,2007-03,0.034379851485152824,0.0,0.00263311582780415,0.0,0.0
2007,4,2007-04,0.03607969084882556,0.03476898415954113,0.015569119195827734,0.0,0.0
2007,5,2007-05,0.018314136707467246,0.023239668067338036,0.004525893027653209,0.006463599170631118,0.0
2007,6,2007-06,0.00904753942774834,0.0,0.0,0.0,0.0
2007,7,2007-07,0.029552594349543184,0.0,0.0,0.0,0.0
2007,8,2007-08,0.02253272050100204,0.01364576679829298,0.13699748606432594,0.0,0.0
2007,9,2007-09,0.03940948344161596,0.01037321334706922,0.0063734949518235995,0.0021978841112881,0.0
2007,10,2007-10,0.02047646344635739,0.0,0.01655315063150003,0.0,0.0
2007,11,2007-11,0.015004702482038317,0.011009038858876217,0.009393690647207046,0.0024613851101612638,0.0
2007,12,2007-12,0.028488682349030833,0.0149523989921687,0.028505742949172335,0.0,0.0
2008,1,2008-01,0.00411589303013402,0.0,0.02062461037914326,0.0,0.0
2008,2,2008-02,0.01679372634933695,0.018194129343125025,0.00303953699273515,0.013105963795256087,0.001224353322626875
2008,3,2008-03,0.02670514722982678,0.0,0.017519179323941432,0.00064557197068995,0.0
2008,4,2008-04,0.04120877067030823,0.02876810302170592,0.018961650541268513,0.0031243360819299,0.0
2008,5,2008-05,0.0,0.005409421393970967,0.023192746056368566,0.0011461522033025333,0.0
2008,6,2008-06,0.02473147213624648,0.018902735600870437,0.023578339502054922,0.00736138116233565,0.0006915261247266786
2008,7,2008-07,0.042053945873325276,0.01787599052570305,0.04121266386006105,0.003787578085538925,0.0
2008,8,2008-08,0.016976602120977777,0.0073001777284697,0.0157770454951482,0.0015467670529996376,0.0
2008,9,2008-09,0.0173493172088468,0.005890423595745,0.0082917762967117,0.0,0.0
2008,10,2008-10,0.060867762837969276,0.02134509186998153,0.0,0.0028158516029712145,0.0
2008,11,2008-11,0.03077815627989265,0.0021475782515863228,0.0025437364827653997,0.0004550304673183077,0.0
2008,12,2008-12,0.02122553272336818,0.00956670374270812,0.03657647384218292,0.0020270002601883398,0.0
2009,1,2009-01,0.021957627598163915,0.011710558100266012,0.018065633080145936,0.0011195262619930874,0.0
2009,2,2009-02,0.009200185356227268,0.007703621388088733,0.0188355123225297,0.0,0.0
2009,3,2009-03,0.0216368321025122,0.01103615065690766,0.0,0.00233834775850362,0.0
2009,4,2009-04,0.04014907460477755,0.010915807956495063,0.025061541327050237,0.0,0.0
2009,5,2009-05,0.025160383009068733,0.010509389092586049,0.0,0.0025812129532694203,0.0
2009,6,2009-06,0.04670322376630547,0.0,0.01836096216494281,0.0,0.0
2009,7,2009-07,0.0113357155055722,0.0,0.005292026023622633,0.0,0.0
2009,8,2009-08,0.013649667689437142,0.019041219621967274,0.019141627419695707,0.0,0.0
2009,9,2009-09,0.017038341656013173,0.0,0.008047195496817445,0.0,0.012430494725235136
2009,10,2009-10,0.020687447040115776,0.0,0.0,0.0,0.0
2009,11,2009-11,0.029677889700870774,0.013362129373700193,0.028681907620692008,0.0,0.0
2009,12,2009-12,0.013277965348089416,0.0,0.0,0.023219186149363732,0.0
2010,1,2010-01,0.034863297966001,0.0,0.002107692441307417,0.0,0.0
2010,2,2010-02,0.02175846974136448,0.0,0.05346641455539368,0.0,0.0
2010,3,2010-03,0.02983345116224657,0.010220031604031631,0.009994984325993151,0.0013927799820248402,0.0
2010,4,2010-04,0.03437807905980993,0.011537592468707775,0.007765859498250975,0.0047828473141678495,0.0
2010,5,2010-05,0.0259391112982005,0.0,0.0009026035564920223,0.0,0.0
2010,6,2010-06,0.011021611182803563,0.00378080222551975,0.015061436165787338,0.0,0.0
2010,7,2010-07,0.025152122949182436,0.008176269462310058,0.020850924139274866,0.002011890915859658,0.0
2010,8,2010-08,0.01935835539703712,0.011636432517891109,0.03615969526941319,0.0009920190923506183,0.0
2010,9,2010-09,0.019168690995511224,0.011795481963290264,0.004327750580623825,0.003129740454305425,0.0
2010,10,2010-10,0.03471833147644045,0.007925750385522252,0.00916485594178186,0.00072301616726163,0.0
2010,11,2010-11,0.025068365240672623,0.00808694900629931,0.0121847481731735,0.00086532714183226,0.0
2010,12,2010-12,0.012055668010430601,0.01462891043127636,0.02539643272180896,0.0,0.0
2011,1,2011-01,0.0387478521574342,0.013026673611497008,0.030775959087441906,0.0011565972056306363,0.0
2011,2,2011-02,0.005352521800023771,0.017637738551803027,0.0055486259624705995,0.0017179551696455714,0.0
2011,3,2011-03,0.019787820380901357,0.021527464212734652,0.01654140805973052,0.0,0.0
2011,4,2011-04,0.05015074989461134,0.02311092781420608,0.03287585412343974,0.0,0.0
2011,5,2011-05,0.029591413662752204,0.013137556348025615,0.015956931997250293,0.00113316247405125,0.0
2011,6,2011-06,0.022858178041819575,0.009989101038174311,0.013542687941788124,0.001244681199185725,0.0
2011,7,2011-07,0.014386143771991926,0.0055994300093995,0.0,0.002528390795351725,0.0
2011,8,2011-08,0.03003114926276488,0.004172357708738785,0.012811759995082238,0.022759307463017745,0.0
2011,9,2011-09,0.04438402641816949,0.010636856019069593,0.0005940495655437687,0.0,0.0
2011,10,2011-10,0.00534039876176915,0.025534116026997775,0.003020121452202575,0.0,0.0
2011,11,2011-11,0.02851932990783662,0.00888850825097936,0.0219245649497753,0.0,0.0
2011,12,2011-12,0.0,0.0,0.047237453805376466,0.0,0.0
2012,1,2012-01,0.04043340676220344,0.010744681732480579,0.04384101281421016,0.0,0.0
2012,2,2012-02,0.023269313599218744,0.007174393171989106,0.017294327154103187,0.0,0.0
2012,3,2012-03,0.01623376668914667,0.008914832543362757,0.015910317803036443,0.0009885523578653285,0.0
2012,4,2012-04,0.014510204039566856,0.01943753924819149,0.0279181232138809,0.0009714230216992223,0.0
2012,5,2012-05,0.022650388095911113,0.0,0.0,0.0,0.0
2012,6,2012-06,0.08741670656576268,0.00911996086011648,0.0,0.0019323440480169599,0.0
2012,7,2012-07,0.01152301623151558,0.015316396840826741,0.0,0.00293543056226017,0.0
2012,8,2012-08,0.043622837030516566,0.0,0.0,0.0085843211358099,0.0
2012,9,2012-09,0.01148042100164589,0.004060765475319245,0.0013816953686660222,0.003066540181013878,0.0
2012,10,2012-10,0.008487423215602299,0.006634006933530165,0.00966144436415162,0.0010199057617855142,0.0
2012,11,2012-11,0.025133990998757738,0.00565062462358256,0.0,0.002595551718107,0.0
2012,12,2012-12,0.027607218402765168,0.0,0.0,0.0,0.0
2013,1,2013-01,0.019986480032426434,0.0,0.020666867196049644,0.0,0.0
2013,2,2013-02,0.030371305215897492,0.016343282557550052,0.04103290543310289,0.0,0.0
2013,3,2013-03,0.014070384001332575,0.025825218739589224,0.021018200406413324,0.002342532384203125,0.0
2013,4,2013-04,0.03132763921089569,0.014363011641811356,0.0,0.012331402577054222,0.0
2013,5,2013-05,0.03291653026324868,0.046382867819287396,0.0,0.0026558634298628,0.0
2013,6,2013-06,0.02585387511497567,0.004990360173051471,0.0,0.0,0.04111214201763571
2013,7,2013-07,0.0,0.0,0.01711882841571385,0.0,0.0
2013,8,2013-08,0.025190231740287283,0.015087019453394863,0.014273986228612817,0.0013375748199994,0.0
2013,9,2013-09,0.03651708696220807,0.01168719761958937,0.00552739039696782,0.00068003476641721,0.0
2013,10,2013-10,0.04077194263191824,0.0,0.0045482593770225,0.00141031827316482,0.0
2013,11,2013-11,0.036321228553340634,0.0,0.0,0.0,0.0
2013,12,2013-12,0.010740751233693712,0.007076830660914475,0.003993294034063812,0.0,0.0
2014,1,2014-01,0.019995658301317467,0.0,0.056949606927096906,0.0,0.0
2014,2,2014-02,0.0235570885549178,0.0046341305600868165,0.03424375062657505,0.0,0.0
2014,3,2014-03,0.007566343160488325,0.0,0.013929796527588474,0.0,0.0
2014,4,2014-04,0.023616590346387852,0.009166082639120967,0.0,0.0019421163646431332,0.0
2014,5,2014-05,0.037643297417012306,0.0,0.014927766599882621,0.002104028319724467,0.0
2014,6,2014-06,0.02256569620561497,0.005740703460621179,0.012645641930496863,0.0011821396487891286,0.0
2014,7,2014-07,0.02695682868105251,0.009320646893717956,0.009540445075199378,0.0,0.0
2014,8,2014-08,0.0036642445136695905,0.031277430197138995,0.0209973790598867,0.0035218372475511457,0.0
2014,9,2014-09,0.0075770842168805,0.014206858716756,0.0094212807060422,0.0,0.0
2014,10,2014-10,0.06466369595681465,0.00518862649717885,0.015488937805854891,0.0,0.0
2014,11,2014-11,0.029742560427050122,0.013964902005680175,0.050316894503433934,0.018486072522984225,0.0018486072522984167
2014,12,2014-12,0.018938620738744617,0.014762592906821581,0.01329393547608958,0.00490752364562878,0.0
2015,1,2015-01,0.022661853015692776,0.0,0.010189000770630167,0.0,0.0
2015,2,2015-02,0.0086282282969272,0.012371989443670189,0.013233002377777322,0.0,0.0
2015,3,2015-03,0.0255696217026091,0.0,0.03333255650546686,0.0,0.0
2015,4,2015-04,0.034155535385385453,0.026371479832984452,0.0151064001465411,0.008125171254563484,0.0
2015,5,2015-05,0.017797304428775525,0.0144569884102419,0.0247055906454467,0.00306315739017595,0.0
2015,6,2015-06,0.027443038016130173,0.011617802850896699,0.022976595993403934,0.0011376843759620143,0.0
2015,7,2015-07,0.03209536027572774,0.024906240237634755,0.004051426844912655,0.0024517905053475777,0.0
2015,8,2015-08,0.012725655929112666,0.007957726372408684,0.023820248632625402,0.0,0.0
2015,9,2015-09,0.03336458976830341,0.00735892844045848,0.01968785628095584,0.0007466831741632099,0.0
2015,10,2015-10,0.03992102715975512,0.00529288861970704,0.03070349270987936,0.0009631692928109,0.0
2015,11,2015-11,0.016902884462494758,0.019832085487672988,0.01699460603941519,0.001450455629446389,0.0
2015,12,2015-12,0.0228749945732452,0.0,0.0461980559219956,0.0,0.0
2016,1,2016-01,0.06317122542867948,0.010054039299164912,0.024466378748412274,0.001314047082924075,0.0
2016,2,2016-02,0.019943045813241543,0.0,0.067320473169688,0.0,0.0
2016,3,2016-03,0.026789010908793428,0.007550033071872457,0.019595132807285014,0.0015997065878392,0.0
2016,4,2016-04,0.019101804576272946,0.001458257193348918,0.013046369592333644,0.0003089766119906,0.0
2016,5,2016-05,0.0844590450207098,0.006805022707928578,0.013481131586574178,0.0,0.0
2016,6,2016-06,0.017603135149081614,0.019335847949205388,0.003857972925210555,0.002473157073604122,0.0
2016,7,2016-07,0.03904735195635822,0.0,0.010912356547073914,0.0,0.0
2016,8,2016-08,0.007019844136998801,0.0,0.06005068947759338,0.0,0.0
2016,9,2016-09,0.01564045321033206,0.0052367753630342805,0.027132364470164337,0.0,0.0
2016,10,2016-10,0.07628171167896526,0.00873368251853993,0.014622526812317686,0.0047892002323602,0.0
2016,11,2016-11,0.06247185293166779,0.008717869241880534,0.0237084501308958,0.0018471485787410332,0.0
2016,12,2016-12,0.0068022023861676,0.02612346841192542,0.0,0.0017505856270818802,0.0
2017,1,2017-01,0.02236587011633038,0.05593322239645487,0.0194606531569061,0.0019645246445120553,0.0
2017,2,2017-02,0.0222069595518807,0.0,0.017101239737065874,0.0006097221310060294,0.0
2017,3,2017-03,0.028272377852144162,0.008316702181405691,0.0037921706181899455,0.0011022264386970908,0.0
2017,4,2017-04,0.028546603041970552,0.0,0.020335622511718388,0.0,0.0
2017,5,2017-05,0.0539855359064781,0.01185116282311776,0.0,0.00251103313869256,0.0
2017,6,2017-06,0.01481168539859343,0.0036721732773709903,0.023245526894750252,0.0,0.0
2017,7,2017-07,0.019248102645646813,0.011724202482794242,0.0,0.0,0.0
2017,8,2017-08,0.011293308105099964,0.0,0.0198965887900252,0.0,0.0
2017,9,2017-09,0.020955080325519824,0.012482459327990901,0.03203113462944365,0.0010546453801214444,0.0
2017,10,2017-10,0.01841233215447248,0.024287613483941844,0.027635802497817878,0.0017288138699529112,0.0
2017,11,2017-11,0.0192645809250735,0.0,0.013153481657113775,0.0,0.0
2017,12,2017-12,0.0333394848812708,0.01048800338534338,0.01726078153152636,0.0026126885639092398,0.0
2018,1,2018-01,0.03365840192667347,0.0031499944449788083,0.009560768115569534,0.0006674231513054499,0.0
2018,2,2018-02,0.03347038199320612,0.0,0.0068476170766477,0.0,0.0
2018,3,2018-03,0.022098910693213458,0.0032289452151789905,0.01839015935662921,0.0,0.0
2018,4,2018-04,0.02643610569300224,0.007992383797139017,0.019407352723901632,0.0,0.0
2018,5,2018-05,0.02929975162472091,0.006140160354174491,0.06465253344959976,0.0023525411215258502,0.0
2018,6,2018-06,0.013705714776387384,0.004674193689175933,0.006991154296526784,0.0,0.0
2018,7,2018-07,0.004246836176646922,0.015062412512332266,0.0,0.002512756541428122,0.0
2018,8,2018-08,0.03189281090561408,0.0115109734846218,0.0,0.0024389535702027,0.0
2018,9,2018-09,0.04968922225308902,0.0,0.0,0.0,0.0
2018,10,2018-10,0.02567188079272317,0.0033259039397997275,0.022837779238882416,0.0,0.0
2018,11,2018-11,0.02087731707453894,0.0,0.0047564508034821,0.0,0.0
2018,12,2018-12,0.025171617975625882,0.00813770683232838,0.0706227526994302,0.00172422333858086,0.0
2019,1,2019-01,0.06417449447339615,0.0029008016546167,0.03742721859028483,0.0011282750359436445,0.0
2019,2,2019-02,0.06147361000855864,0.019529630212956443,0.0010841135014436334,0.0,0.0
2019,3,2019-03,0.02670381477717987,0.0,0.015301923498294888,0.0,0.0
2019,4,2019-04,0.00845137992018585,0.0,0.0,0.0,0.0
2019,5,2019-05,0.026392232241671646,0.0,0.037015910516150816,0.0,0.0015733708368271667
2019,6,2019-06,0.025606520123012927,0.026824565036939217,0.018988363925263905,0.0023880656555185873,0.0
2019,7,2019-07,0.04332853959538814,0.0,0.0,0.0,0.0
2019,8,2019-08,0.03578416656751981,0.0,0.0,0.0,0.0
2019,9,2019-09,0.05657426241997309,0.027743360404019306,0.023737643952721526,0.0,0.0
2019,10,2019-10,0.022362610969027766,0.003234847581453522,0.015342763859000099,0.0,0.0
2019,11,2019-11,0.03484238942747335,0.017725849000556487,0.01813809465067847,0.0004944591712109063,0.0
2019,12,2019-12,0.0358810926316993,0.0,0.015393315914197616,0.0011519724856819,0.0
2020,1,2020-01,0.01630264224415673,0.0035253553957014573,0.032134114509741074,0.0007469549069908142,0.0
2020,2,2020-02,0.013802653474291167,0.012131778509724035,0.025461851527273382,0.0107426627969453,0.0
2020,3,2020-03,0.034075140046133004,0.004396882186868875,0.011299159444122388,0.0,0.0
2020,4,2020-04,0.017393218308032976,0.01043660867132091,0.0163463435522731,0.0,0.0
2020,5,2020-05,0.011621822514857267,0.0,0.0087918423510561,0.0,0.0
2020,6,2020-06,0.037540071423031916,0.023852227490317172,0.005913782208143743,0.011887783691796572,0.0009264325399402571
2020,7,2020-07,0.004343672339302622,0.005345543718957169,0.01289893481840099,0.01742914898353607,0.0017429148983536
2020,8,2020-08,0.021212210894826885,0.0030734404451500377,0.012114327385746675,0.0013182880184778125,0.0
2020,9,2020-09,0.01022873718505895,0.0181561627266498,0.03861652331645755,0.0,0.0
2020,10,2020-10,0.05541245667960866,0.00494371832357196,0.01454370568913776,0.0,0.0
2020,11,2020-11,0.02501689871937814,0.0,0.0033734841329071596,0.0,0.0
2020,12,2020-12,0.03910732277861283,0.021145368386141426,0.025724651254824874,0.00407409619050885,0.0
2021,1,2021-01,0.0,0.005771871878938017,0.03906755675236977,0.0012229484799609,0.0
2021,2,2021-02,0.05598557783835408,0.058626241023296964,0.0,0.0021496231071825834,0.0
2021,3,2021-03,0.01584945993885268,0.013544149945048867,0.015063536512634732,0.003962360510008288,0.0
2021,4,2021-04,0.004207621385264412,0.003191433945408325,0.013745480897380712,0.0042457249241881125,0.0
2021,5,2021-05,0.04965766226776403,0.0,0.020711858124431527,0.0,0.0
2021,6,2021-06,0.00558405876270564,0.0,0.00148110986755626,0.0007507723183351333,0.0
2021,7,2021-07,0.03053453775276457,0.012805161331370543,0.0,0.0,0.0
2021,8,2021-08,0.011407020190808824,0.01519314339557405,0.0,0.0063337460316599,0.0
2021,9,2021-09,0.011348540027917244,0.0,0.01186832936022391,0.0023305961644022335,0.0
2021,10,2021-10,0.0043625568429928666,0.0,0.0,0.0,0.0
2021,11,2021-11,0.020520577737544232,0.017888415011762242,0.0,0.004998099706480617,0.0
2021,12,2021-12,0.04168980604098362,0.0,0.009382997247586376,0.0,0.0
2022,1,2022-01,0.01358893710989518,0.00909955761686648,0.01582998904452268,0.0,0.0
2022,2,2022-02,0.026356356795199643,0.0,0.01461415016291392,0.0018261599890797401,0.0
2022,3,2022-03,0.036796468597089925,0.0,0.008353025948075476,0.0,0.0
2022,4,2022-04,0.026158342653509983,0.007830219135465442,0.010330394613248717,0.0003849882560965166,0.0
2022,5,2022-05,0.017521903067115634,0.0,0.01414961088660137,0.0005238412537356412,0.0
2022,6,2022-06,0.03426312484933291,0.0,0.0,0.002846097833056445,0.0
2022,7,2022-07,0.014821079737095634,0.0,0.0,0.0,0.0
2022,8,2022-08,0.039569942255895656,0.014253323591103869,0.008226943411371621,0.0,0.0
2022,9,2022-09,0.04528993427183329,0.012788839817964071,0.0,0.0,0.0
2022,10,2022-10,0.033914057714362164,0.0244948569519858,0.0198598177022362,0.005356075051930322,0.0
2022,11,2022-11,0.04869432111421581,0.0,0.0307644196046175,0.0042612746318141,0.0
2022,12,2022-12,0.02321764665411411,0.0022225301168958887,0.0,0.000793934452501211,0.0
2023,1,2023-01,0.032969266209421005,0.0,0.011675142017123233,0.0,0.0
2023,2,2023-02,0.03252775610456069,0.005875721894965872,0.0,0.0,0.0
2023,3,2023-03,0.03431649118208293,0.00403003728094202,0.011513111523271334,0.002012132153678987,0.0
2023,4,2023-04,0.0,0.0,0.02812162295347337,0.0,0.0
2023,5,2023-05,0.0349879732754031,0.02157643009119503,0.0066875235994708,0.0009163384322009666,0.0017513814151304168
2023,6,2023-06,0.030165481984501825,0.007655123025934975,0.010471556103926489,0.0023412580310446375,0.0
2023,7,2023-07,0.0288581122127041,0.004235495223213737,0.0058206195763213,0.0,0.0
2023,8,2023-08,0.0495407514449684,0.014919935560208245,0.0034358658312399334,0.0013813698627268222,0.0015593374172640112
2023,9,2023-09,0.041349218946386164,0.0,0.0,0.0,0.0
2023,10,2023-10,0.0036422300685008666,0.0,0.016258176560266666,0.0,0.0
2023,11,2023-11,0.0,0.0,0.012160092621640379,0.0,0.0
2023,12,2023-12,0.05168404583960914,0.0,0.0,0.0,0.0
2024,1,2024-01,0.032232971789356364,0.0,0.0074565852242907,0.0,0.0
2024,2,2024-02,0.02839799319749813,0.0,0.009118703212859744,0.0,0.0
2024,3,2024-03,0.024104940379829645,0.0,0.020035328564660445,0.0010159007428870556,0.0
2024,4,2024-04,0.05796427434995266,0.019806617120347356,0.0036081181238535667,0.0011044969875116776,0.016155333628067967
2024,5,2024-05,0.030326829424123448,0.00250374196920412,0.00134789295552837,0.00176154049367893,0.0
2024,6,2024-06,0.06374077964936188,0.0042755795145223,0.0,0.0025436986032594,0.0
2024,7,2024-07,0.0534468853652348,0.0,0.0,0.0,0.0
2024,8,2024-08,0.0353709296794781,0.0,0.01194656414123645,0.0,0.0
